,0_0_0,0_0_1,0_0_2,0_0_3,0_0_4,0_0_5,0_0_6,0_1_0,0_1_1,0_1_2,0_1_3,0_1_4,0_1_5,0_2_0,0_2_1,0_2_2,0_2_3,0_2_4,0_3_0,0_3_1,0_3_2,0_3_3,0_4_0,0_4_1,0_4_2,0_5_0,0_5_1,0_6_0,1_0_0,1_0_1,1_0_2,1_0_3,1_0_4,1_0_5,1_1_0,1_1_1,1_1_2,1_1_3,1_1_4,1_2_0,1_2_1,1_2_2,1_2_3,1_3_0,1_3_1,1_3_2,1_4_0,1_4_1,1_5_0,2_0_0,2_0_1,2_0_2,2_0_3,2_0_4,2_1_0,2_1_1,2_1_2,2_1_3,2_2_0,2_2_1,2_2_2,2_3_0,2_3_1,2_4_0,3_0_0,3_0_1,3_0_2,3_0_3,3_1_0,3_1_1,3_1_2,3_2_0,3_2_1,3_3_0,4_0_0,4_0_1,4_0_2,4_1_0,4_1_1,4_2_0,5_0_0,5_0_1,5_1_0,6_0_0,6_6_6
1_1_0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11249999999999999,0.0,0.0,0.0,0.0,0.0,0.6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_1,0.001875,0.035625,0.0,0.0,0.0,0.0,0.0,0.010625,0.201875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005625,0.10687499999999998,0.0,0.0,0.0,0.0,0.031875,0.605625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_2,9.375000000000002e-05,0.0017812499999999998,0.03384375,0.0,0.0,0.0,0.0,0.00053125,0.01009375,0.19178125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028125000000000003,0.0053437499999999995,0.10153124999999999,0.0,0.0,0.0,0.0015937500000000001,0.03028125,0.5753437499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_3,4.687500000000001e-06,8.906250000000002e-05,0.0016921875,0.032151562499999994,0.0,0.0,0.0,2.6562500000000005e-05,0.0005046875,0.009589062499999999,0.18219218749999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4062500000000001e-05,0.0002671875,0.0050765624999999995,0.09645468749999998,0.0,0.0,7.968750000000002e-05,0.0015140625000000002,0.028767187499999996,0.5465765624999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_1_4,2.3437500000000003e-07,4.453125000000001e-06,8.460937500000001e-05,0.0016075781249999998,0.030543984374999993,0.0,0.0,1.3281250000000003e-06,2.5234375000000005e-05,0.00047945312500000006,0.009109609375,0.17308257812499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03125e-07,1.3359375000000001e-05,0.00025382812500000004,0.004822734374999999,0.09163195312499997,0.0,3.984375e-06,7.5703125e-05,0.0014383593750000002,0.027328828124999996,0.5192477343749999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_0,0.005625,0.0,0.0,0.0,0.0,0.0,0.0,0.031875,0.0,0.0,0.0,0.0,0.0,0.18062499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016875,0.0,0.0,0.0,0.0,0.0,0.095625,0.0,0.0,0.0,0.0,0.5418749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_1,0.00028125,0.0053437499999999995,0.0,0.0,0.0,0.0,0.0,0.0015937500000000001,0.03028125,0.0,0.0,0.0,0.0,0.00903125,0.17159374999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008437500000000001,0.01603125,0.0,0.0,0.0,0.0,0.004781250000000001,0.09084375,0.0,0.0,0.0,0.027093749999999996,0.5147812499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_2,1.4062500000000003e-05,0.0002671875,0.0050765624999999995,0.0,0.0,0.0,0.0,7.968750000000002e-05,0.0015140625,0.0287671875,0.0,0.0,0.0,0.00045156250000000003,0.008579687499999999,0.16301406249999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.218750000000001e-05,0.0008015625000000001,0.0152296875,0.0,0.0,0.0,0.00023906250000000004,0.0045421875,0.0863015625,0.0,0.0,0.0013546875,0.025739062499999996,0.4890421874999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_3,7.031250000000002e-07,1.3359375000000001e-05,0.000253828125,0.004822734374999999,0.0,0.0,0.0,3.984375000000001e-06,7.570312500000002e-05,0.001438359375,0.027328828124999996,0.0,0.0,2.2578125e-05,0.000428984375,0.008150703124999999,0.15486335937499995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1093750000000005e-06,4.007812500000001e-05,0.000761484375,0.014468203124999999,0.0,0.0,1.1953125000000003e-05,0.00022710937500000004,0.004315078125,0.08198648437499999,0.0,6.7734375e-05,0.001286953125,0.024452109374999993,0.46459007812499986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_0,0.0008437499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.00478125,0.0,0.0,0.0,0.0,0.0,0.027093749999999996,0.0,0.0,0.0,0.0,0.15353124999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025312499999999996,0.0,0.0,0.0,0.0,0.0,0.014343749999999999,0.0,0.0,0.0,0.0,0.08128124999999999,0.0,0.0,0.0,0.4605937499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_1,4.2187499999999995e-05,0.0008015624999999999,0.0,0.0,0.0,0.0,0.0,0.00023906250000000002,0.004542187499999999,0.0,0.0,0.0,0.0,0.0013546875,0.025739062499999996,0.0,0.0,0.0,0.007676562499999999,0.14585468749999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001265625,0.0024046874999999997,0.0,0.0,0.0,0.0,0.0007171874999999999,0.013626562499999998,0.0,0.0,0.0,0.004064062499999999,0.07721718749999998,0.0,0.0,0.023029687499999996,0.4375640624999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_3_2,2.109375e-06,4.007812499999999e-05,0.0007614843749999999,0.0,0.0,0.0,0.0,1.1953125000000003e-05,0.000227109375,0.004315078125,0.0,0.0,0.0,6.7734375e-05,0.001286953125,0.024452109374999996,0.0,0.0,0.000383828125,0.007292734374999999,0.13856195312499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3281250000000005e-06,0.00012023437499999998,0.0022844531249999996,0.0,0.0,0.0,3.5859375e-05,0.000681328125,0.012945234374999998,0.0,0.0,0.00020320312500000001,0.0038608593749999993,0.07335632812499998,0.0,0.001151484375,0.021878203124999995,0.4156858593749999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_0,0.0001265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0007171874999999998,0.0,0.0,0.0,0.0,0.0,0.004064062499999999,0.0,0.0,0.0,0.0,0.023029687499999996,0.0,0.0,0.0,0.13050156249999997,0.0,0.0,0.0,0.0,0.0,0.0003796875,0.0,0.0,0.0,0.0,0.0,0.0021515624999999994,0.0,0.0,0.0,0.0,0.012192187499999996,0.0,0.0,0.0,0.06908906249999999,0.0,0.0,0.3915046874999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_4_1,6.328125e-06,0.000120234375,0.0,0.0,0.0,0.0,0.0,3.5859374999999996e-05,0.0006813281249999999,0.0,0.0,0.0,0.0,0.00020320312499999996,0.003860859374999999,0.0,0.0,0.0,0.001151484375,0.021878203124999995,0.0,0.0,0.006525078124999999,0.12397648437499997,0.0,0.0,0.0,0.0,1.8984375e-05,0.00036070312499999997,0.0,0.0,0.0,0.0,0.00010757812499999998,0.0020439843749999994,0.0,0.0,0.0,0.0006096093749999999,0.011582578124999996,0.0,0.0,0.0034544531249999996,0.06563460937499999,0.0,0.019575234374999997,0.37192945312499986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_5_0,1.8984374999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000107578125,0.0,0.0,0.0,0.0,0.0,0.0006096093749999998,0.0,0.0,0.0,0.0,0.0034544531249999996,0.0,0.0,0.0,0.019575234374999997,0.0,0.0,0.11092632812499999,0.0,0.0,5.695312499999998e-05,0.0,0.0,0.0,0.0,0.0,0.000322734375,0.0,0.0,0.0,0.0,0.0018288281249999993,0.0,0.0,0.0,0.010363359374999999,0.0,0.0,0.05872570312499999,0.0,0.332778984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_1,0.003125,0.059375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009375000000000001,0.17812499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028125,0.5343749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_2,0.00015625000000000003,0.00296875,0.05640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004687500000000001,0.008906250000000001,0.16921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014062500000000004,0.02671875,0.50765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_3,7.812500000000002e-06,0.00014843750000000002,0.0028203125,0.05358593749999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3437500000000007e-05,0.00044531250000000007,0.0084609375,0.16075781249999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.031250000000002e-05,0.0013359375000000003,0.025382812499999997,0.48227343749999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_0_4,3.9062500000000007e-07,7.421875000000002e-06,0.00014101562500000003,0.002679296875,0.05090664062499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1718750000000001e-06,2.2265625000000004e-05,0.0004230468750000001,0.008037890624999999,0.15271992187499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5156250000000008e-06,6.679687500000002e-05,0.0012691406250000003,0.024113671875,0.45815976562499994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_0,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.053125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028124999999999997,0.0,0.0,0.0,0.0,0.0,0.159375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08437499999999999,0.0,0.0,0.0,0.0,0.47812499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_1,0.00046875,0.00890625,0.0,0.0,0.0,0.0,0.0,0.00265625,0.05046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00140625,0.026718749999999996,0.0,0.0,0.0,0.0,0.00796875,0.15140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004218749999999999,0.08015624999999998,0.0,0.0,0.0,0.02390625,0.45421874999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_2,2.3437500000000004e-05,0.00044531249999999996,0.0084609375,0.0,0.0,0.0,0.0,0.0001328125,0.0025234375,0.0479453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.031250000000001e-05,0.0013359374999999999,0.025382812499999997,0.0,0.0,0.0,0.00039843750000000003,0.0075703125,0.14383593749999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021093750000000002,0.004007812499999999,0.07614843749999999,0.0,0.0,0.0011953125000000002,0.0227109375,0.4315078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_1_3,1.1718750000000003e-06,2.2265625000000004e-05,0.000423046875,0.008037890624999999,0.0,0.0,0.0,6.640625000000001e-06,0.000126171875,0.0023972656249999997,0.04554804687499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5156250000000003e-06,6.6796875e-05,0.0012691406249999999,0.024113671874999996,0.0,0.0,1.9921875000000005e-05,0.00037851562500000005,0.007191796874999999,0.13664414062499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0546875000000002e-05,0.00020039062500000002,0.0038074218749999996,0.07234101562499998,0.0,5.976562500000001e-05,0.001135546875,0.021575390624999996,0.4099324218749999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_0,0.00140625,0.0,0.0,0.0,0.0,0.0,0.0,0.00796875,0.0,0.0,0.0,0.0,0.0,0.045156249999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00421875,0.0,0.0,0.0,0.0,0.0,0.02390625,0.0,0.0,0.0,0.0,0.13546874999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012656249999999999,0.0,0.0,0.0,0.0,0.07171875,0.0,0.0,0.0,0.40640624999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_1,7.03125e-05,0.0013359374999999999,0.0,0.0,0.0,0.0,0.0,0.00039843750000000003,0.0075703125,0.0,0.0,0.0,0.0,0.0022578125,0.04289843749999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021093750000000002,0.0040078125,0.0,0.0,0.0,0.0,0.0011953125000000002,0.0227109375,0.0,0.0,0.0,0.006773437499999999,0.12869531249999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006328125,0.0120234375,0.0,0.0,0.0,0.0035859375,0.0681328125,0.0,0.0,0.0203203125,0.3860859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_2_2,3.5156250000000008e-06,6.6796875e-05,0.0012691406249999999,0.0,0.0,0.0,0.0,1.9921875000000005e-05,0.000378515625,0.007191796875,0.0,0.0,0.0,0.00011289062500000001,0.0021449218749999997,0.04075351562499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0546875000000002e-05,0.00020039062500000002,0.003807421875,0.0,0.0,0.0,5.976562500000001e-05,0.001135546875,0.021575390625,0.0,0.0,0.000338671875,0.006434765624999999,0.12226054687499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1640625000000005e-05,0.0006011718749999999,0.011422265624999999,0.0,0.0,0.00017929687500000004,0.003406640625,0.064726171875,0.0,0.0010160156250000002,0.019304296874999998,0.36678164062499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_0,0.00021093749999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0011953125,0.0,0.0,0.0,0.0,0.0,0.006773437499999999,0.0,0.0,0.0,0.0,0.038382812499999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006328124999999999,0.0,0.0,0.0,0.0,0.0,0.0035859374999999997,0.0,0.0,0.0,0.0,0.020320312499999996,0.0,0.0,0.0,0.11514843749999998,0.0,0.0,0.0,0.0,0.0,0.0018984374999999997,0.0,0.0,0.0,0.0,0.0107578125,0.0,0.0,0.0,0.06096093749999999,0.0,0.0,0.34544531249999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_3_1,1.0546874999999999e-05,0.00020039062499999997,0.0,0.0,0.0,0.0,0.0,5.9765625000000004e-05,0.0011355468749999998,0.0,0.0,0.0,0.0,0.000338671875,0.006434765624999999,0.0,0.0,0.0,0.0019191406249999998,0.03646367187499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1640625e-05,0.0006011718749999999,0.0,0.0,0.0,0.0,0.00017929687499999999,0.0034066406249999995,0.0,0.0,0.0,0.0010160156249999998,0.019304296874999995,0.0,0.0,0.005757421874999999,0.10939101562499998,0.0,0.0,0.0,0.0,9.4921875e-05,0.0018035156249999996,0.0,0.0,0.0,0.0005378906250000001,0.010219921875,0.0,0.0,0.003048046875,0.05791289062499999,0.0,0.017272265624999998,0.32817304687499993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_4_0,3.1640625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00017929687499999996,0.0,0.0,0.0,0.0,0.0,0.0010160156249999998,0.0,0.0,0.0,0.0,0.005757421874999999,0.0,0.0,0.0,0.03262539062499999,0.0,0.0,0.0,0.0,0.0,9.4921875e-05,0.0,0.0,0.0,0.0,0.0,0.0005378906249999998,0.0,0.0,0.0,0.0,0.003048046874999999,0.0,0.0,0.0,0.017272265624999998,0.0,0.0,0.09787617187499997,0.0,0.0,0.00028476562499999997,0.0,0.0,0.0,0.0,0.0016136718749999997,0.0,0.0,0.0,0.009144140624999998,0.0,0.0,0.051816796874999994,0.0,0.2936285156249999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_0_0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_0_1,0.00078125,0.01484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023437500000000003,0.044531249999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00703125,0.13359374999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02109375,0.40078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
